1;11245
101;2373
201;1745
301;1778
401;1825
501;1791
601;1812
701;1830
801;1840
901;1886
1001;1916
1101;2321
1201;3577
1301;2662
1401;2045
1501;3417
1601;3299
1701;2153
1801;2269
1901;2471
2001;2100
2101;2131
2201;2220
2301;2174
2401;2322
2501;2334
2601;2351
2701;3000
2801;2298
2901;3629
3001;4132
101;95027
10201;77119
20301;74960
30401;86502
40501;87788
50601;105782
60701;90157
70801;129497
80901;115628
91001;135848
101101;110022
111201;142882
121301;113952
131401;108296
141501;115424
151601;120399
161701;116137
171801;115964
181901;118748
192001;119389
202101;121486
212201;161747
222301;136975
232401;135203
242501;144742
252601;143795
262701;140386
272801;167404
282901;157361
293001;194116
303101;185930
201;188027
20301;173072
40401;154703
60501;165231
80601;187003
100701;222870
120801;197252
140901;184322
161001;197936
181101;198742
201201;216219
221301;236808
241401;212456
261501;235623
281601;219227
301701;234138
321801;274344
341901;233031
362001;263745
382101;254628
402201;306806
422301;312395
442401;270310
462501;283423
482601;281143
502701;343914
522801;294759
542901;307373
563001;328652
583101;373249
603201;326318
301;210705
30401;230276
60501;262284
90601;257996
120701;274780
150801;263750
180901;330381
211001;304403
241101;328612
271201;350335
301301;352475
331401;314880
361501;341335
391601;380851
421701;357550
451801;365913
481901;415943
512001;353674
542101;373490
572201;448479
602301;394872
632401;422148
662501;482098
692601;429977
722701;441359
752801;588189
782901;519310
813001;569039
843101;521822
873201;511284
903301;615051
401;303388
40501;314199
80601;350666
120701;350461
160801;323011
200901;415619
241001;383603
281101;409171
321201;411923
361301;396887
401401;410134
441501;481807
481601;422892
521701;490361
561801;442638
601901;502178
642001;524340
682101;495159
722201;1000101
762301;696315
802401;618702
842501;611148
882601;663939
922701;767014
962801;756547
1002901;835260
1043001;815901
1083101;846825
1123201;880766
1163301;879913
1203401;1025819
501;394789
50601;421572
100701;458734
150801;501385
200901;442667
251001;533181
301101;479481
351201;523044
401301;519121
451401;502713
501501;614782
551601;581320
601701;626108
651801;692697
701901;675380
752001;697317
802101;665269
852201;844917
902301;775510
952401;733923
1002501;850148
1052601;839363
1102701;1422196
1152801;1070654
1202901;1009589
1253001;1052869
1303101;1531978
1353201;1295528
1403301;1173508
1453401;1151264
1503501;1282418
601;463187
60701;489722
120801;535960
180901;518668
241001;595648
301101;559973
361201;604846
421301;686416
481401;654977
541501;736734
601601;690200
661701;793161
721801;818977
781901;789077
842001;899025
902101;997445
962201;851603
1022301;967242
1082401;1009759
1142501;1169088
1202601;1241609
1262701;1151555
1322801;1190434
1382901;1293896
1443001;1364826
1503101;1406373
1563201;1394356
1623301;1353703
1683401;1357891
1743501;1447508
1803601;1490422
701;506313
70801;516712
140901;576902
211001;552137
281101;642046
351201;631724
421301;695187
491401;667207
561501;706751
631601;781737
701701;766884
771801;893691
841901;863154
912001;936162
982101;893144
1052201;1102093
1122301;1083280
1192401;1118539
1262501;1211124
1332601;1246193
1402701;1269273
1472801;1311964
1542901;1369743
1613001;1434814
1683101;1458849
1753201;1515087
1823301;1530650
1893401;1679878
1963501;1704405
2033601;1674723
2103701;1690772
801;600694
80901;639074
161001;675647
241101;710357
321201;658737
401301;833560
481401;817399
561501;799247
641601;843512
721701;875550
801801;983172
881901;1037651
962001;1368466
1042101;1180473
1122201;1202659
1202301;1225394
1282401;1302447
1362501;1474023
1442601;1430443
1522701;1510884
1602801;1513157
1682901;1569939
1763001;1690149
1843101;1688909
1923201;1692240
2003301;1955483
2083401;1861574
2163501;2072508
2243601;2100024
2323701;2086696
2403801;2004872
901;691649
91001;784546
181101;707173
271201;852008
361301;826289
451401;929976
541501;909853
631601;1043142
721701;1085651
811801;1144555
901901;1078778
992001;1127216
1082101;1280594
1172201;1263523
1262301;2213322
1352401;1733815
1442501;3236651
1532601;1806161
1622701;2470064
1712801;1703737
1802901;1831646
1893001;2109496
1983101;2174870
2073201;2080411
2163301;2133321
2253401;2142122
2343501;2193925
2433601;2350886
2523701;2204120
2613801;2570021
2703901;3227866
1001;919557
101101;1008614
201201;1121608
301301;957888
401401;1239657
501501;1225962
601601;1110449
701701;1187640
801801;1074928
901901;1254779
1002001;1521983
1102101;1567091
1202201;1711562
1302301;1784291
1402401;1932253
1502501;1886215
1602601;2152080
1702701;2374655
1802801;3017264
1902901;2443360
2003001;2359212
2103101;2252365
2203201;2211944
2303301;2159290
2403401;2186474
2503501;2632074
2603601;2609707
2703701;2573838
2803801;2697238
2903901;2778292
3004001;2624847
1101;810117
111201;886713
221301;928399
331401;1120187
441501;1068781
551601;1035974
661701;1119138
771801;1160630
881901;1404948
992001;1386792
1102101;1530371
1212201;1613997
1322301;1568581
1432401;1682617
1542501;2236326
1652601;1958147
1762701;2062014
1872801;2112252
1982901;2304395
2093001;2273774
2203101;2267248
2313201;2298241
2423301;2384370
2533401;2486425
2643501;2414964
2753601;2622002
2863701;2770183
2973801;2747915
3083901;2800743
3194001;2795966
3304101;2925119
1201;892030
121301;977541
241401;996763
361501;1053647
481601;1129092
601701;1149763
721801;1284715
841901;1429621
962001;1464819
1082101;1725358
1202201;1638492
1322301;1801750
1442401;1806050
1562501;1895224
1682601;1883005
1802701;2176023
1922801;2552714
2042901;2814856
2163001;3015202
2283101;3134621
2403201;2789301
2523301;2772319
2643401;3074921
2763501;3046066
2883601;2928657
3003701;3012363
3123801;3161454
3243901;3421877
3364001;3677105
3484101;3640042
3604201;3833693
1301;1447341
131401;1198594
261501;1175522
391601;1194370
521701;1288289
651801;1597976
781901;1642160
912001;1855039
1042101;1633327
1172201;2308176
1302301;2613944
1432401;2271130
1562501;2128240
1692601;2186642
1822701;2487594
1952801;2492772
2082901;2357919
2213001;2486989
2343101;3084441
2473201;3297691
2603301;3185961
2733401;3431577
2863501;3104353
2993601;3062321
3123701;3495959
3253801;3519259
3383901;3822724
3514001;3269474
3644101;3380160
3774201;3729747
3904301;3528089
1401;1114154
141501;1176507
281601;1229203
421701;1350644
561801;1435690
701901;1796724
842001;1940124
982101;2080601
1122201;2157397
1262301;2161702
1402401;2461151
1542501;2086135
1682601;2363314
1822701;2382362
1962801;2610785
2102901;3019248
2243001;2956565
2383101;2884242
2523201;3231393
2663301;2913878
2803401;3361504
2943501;3444273
3083601;3344797
3223701;3281764
3363801;3266083
3503901;3329769
3644001;3392237
3784101;3585513
3924201;4000255
4064301;3842413
4204401;3918220
1501;1318126
151601;1309285
301701;1297802
451801;1419844
601901;1715478
752001;1706522
902101;1927190
1052201;1916634
1202301;2145330
1352401;2305822
1502501;2281539
1652601;2463264
1802701;2470436
1952801;2577404
2102901;2595232
2253001;2904084
2403101;2749100
2553201;2877318
2703301;3172472
2853401;3014533
3003501;3345649
3153601;3245764
3303701;3879341
3453801;3627102
3603901;3632336
3754001;3442368
3904101;3666199
4054201;3816847
4204301;3964019
4354401;4485163
4504501;4524548
1601;1416096
161701;1399310
321801;1676909
481901;1710427
642001;1817169
802101;1973337
962201;1857651
1122301;2009099
1282401;2394701
1442501;2148959
1602601;2284622
1762701;2764463
1922801;2768898
2082901;2658372
2243001;2721551
2403101;2987582
2563201;2934530
2723301;3116205
2883401;3167801
3043501;3196579
3203601;3583964
3363701;4116419
3523801;3939584
3683901;3816266
3844001;4502105
4004101;4484919
4164201;4421658
4324301;4637956
4484401;7464504
4644501;5781466
4804601;5337864
1701;1525869
171801;1704706
341901;1654068
512001;1822303
682101;2067201
852201;2438087
1022301;2568090
1192401;2675136
1362501;2983961
1532601;2945937
1702701;2999987
1872801;3237816
2042901;3171060
2213001;2914669
2383101;3097224
2553201;3470354
2723301;3432328
2893401;3398858
3063501;3723177
3233601;3622135
3403701;4000909
3573801;3813187
3743901;4239002
3914001;4132005
4084101;4188388
4254201;4265711
4424301;4277530
4594401;4310782
4764501;4535871
4934601;4454635
5104701;4706217
1801;1430712
181901;1531485
362001;1531696
542101;1703628
722201;1719807
902301;2187567
1082401;2053150
1262501;2245283
1442601;2405885
1622701;2558204
1802801;2795523
1982901;2896342
2163001;3082237
2343101;3388862
2523201;3345534
2703301;3509673
2883401;3407120
3063501;3785701
3243601;3760254
3423701;3887505
3603801;3906665
3783901;4058786
3964001;4061350
4144101;4099438
4324201;4284636
4504301;4293845
4684401;4513501
4864501;4541234
5044601;4512777
5224701;4684686
5404801;4774373
1901;1432018
192001;1598656
382101;1692608
572201;1782892
762301;1861187
952401;2075269
1142501;2249067
1332601;2388577
1522701;2634519
1712801;2754545
1902901;2831156
2093001;3116398
2283101;3068009
2473201;3221180
2663301;3376394
2853401;3632636
3043501;3621631
3233601;4067636
3423701;4152718
3613801;3936975
3803901;4068411
3994001;4146668
4184101;4278808
4374201;4283681
4564301;4492175
4754401;4685496
4944501;4646286
5134601;4753654
5324701;4785009
5514801;5055376
5704901;5279481
2001;1588514
202101;1588713
402201;1831062
602301;1980417
802401;2024224
1002501;2191752
1202601;2384738
1402701;2524287
1602801;2646300
1802901;2817707
2003001;3007508
2203101;3092634
2403201;3250162
2603301;3452368
2803401;3436231
3003501;3717789
3203601;3634507
3403701;3818521
3603801;4116522
3803901;4040435
4004001;4371996
4204101;4291608
4404201;4392991
4604301;4780927
4804401;4571432
5004501;4719875
5204601;4878542
5404701;5010589
5604801;5059698
5804901;5271286
6005001;5358208
2101;1590778
212201;1741119
422301;1811481
632401;2036452
842501;2154422
1052601;2307360
1262701;2604272
1472801;2615913
1682901;2827906
1893001;2958701
2103101;3294863
2313201;3329071
2523301;3456454
2733401;3606097
2943501;3624579
3153601;3879177
3363701;3824939
3573801;4149458
3783901;4079895
3994001;4232706
4204101;4444734
4414201;4529442
4624301;4609945
4834401;4688152
5044501;4784443
5254601;4992566
5464701;5165758
5674801;5289993
5884901;5268824
6095001;5743000
6305101;5920952
2201;1804894
222301;1879531
442401;1901388
662501;2473394
882601;2364521
1102701;2802090
1322801;2934025
1542901;3468347
1763001;3781323
1983101;3747294
2203201;3598306
2423301;3540041
2643401;3706264
2863501;4148555
3083601;4059842
3303701;4029503
3523801;4218254
3743901;4450652
3964001;4234485
4184101;4839146
4404201;5691530
4624301;5100237
4844401;5375814
5064501;5287962
5284601;5436058
5504701;5520314
5724801;5844211
5944901;5688256
6165001;5990507
6385101;6357594
6605201;6644784
2301;1940523
232401;2521541
462501;3303677
692601;2654296
922701;2619847
1152801;3309236
1382901;3815994
1613001;3310361
1843101;3387448
2073201;3470938
2303301;3616492
2533401;3929630
2763501;3888170
2993601;4079959
3223701;3984580
3453801;4235012
3683901;4102434
3914001;4282952
4144101;4814545
4374201;4781495
4604301;5361148
4834401;5130373
5064501;5201835
5294601;5778557
5524701;6101888
5754801;6100680
5984901;6081517
6215001;6295373
6445101;6148764
6675201;6116379
6905301;6518618
2401;1893335
242501;2013502
482601;2536501
722701;2391845
962801;2590534
1202901;3005215
1443001;3166046
1683101;3334483
1923201;3503890
2163301;3776331
2403401;3941674
2643501;4011313
2883601;4028451
3123701;4057914
3363801;4231454
3603901;4464906
3844001;4575888
4084101;5382027
4324201;5406419
4564301;5804320
4804401;5824117
5044501;5917594
5284601;5667214
5524701;5770968
5764801;5380133
6004901;5570076
6245001;6338518
6485101;6099732
6725201;6469242
6965301;6477785
7205401;6627658
2501;2078262
252601;2303445
502701;2277343
752801;2511671
1002901;2732266
1253001;2896464
1503101;3078224
1753201;3490771
2003301;3901180
2253401;3776111
2503501;4026781
2753601;4169957
3003701;4427674
3253801;4607613
3503901;4975012
3754001;4967951
4004101;4726649
4254201;5049689
4504301;5223372
4754401;5249148
5004501;5405680
5254601;5262519
5504701;5381750
5754801;5473406
6004901;6155289
6255001;6344192
6505101;7160352
6755201;6383385
7005301;6596297
7255401;6671444
7505501;6906427
2601;2293763
262701;2347807
522801;2486289
782901;2750972
1043001;3050253
1303101;3144531
1563201;3400400
1823301;3409744
2083401;3847228
2343501;3829971
2603601;4865172
2863701;4399831
3123801;4330994
3383901;4674323
3644001;4541920
3904101;4786710
4164201;5015582
4424301;5009264
4684401;5129284
4944501;5387712
5204601;5368984
5464701;5600330
5724801;5861132
5984901;5873019
6245001;5899889
6505101;6073255
6765201;6174983
7025301;6390105
7285401;6922329
7545501;7104494
7805601;7032519
2701;2339315
272801;2675585
542901;2462838
813001;2725741
1083101;2806671
1353201;3231573
1623301;3343176
1893401;3656752
2163501;3922190
2433601;4054731
2703701;4664809
2973801;4892963
3243901;5163412
3514001;5301228
3784101;5316808
4054201;5637955
4324301;5294543
4594401;5515050
4864501;5634398
5134601;5837961
5404701;6185800
5674801;5754124
5944901;5810688
6215001;5971492
6485101;6294701
6755201;6298807
7025301;6769825
7295401;7630110
7565501;7566671
7835601;8561544
8105701;8088609
2801;2381208
282901;2633902
563001;2674454
843101;3136465
1123201;3065355
1403301;3325499
1683401;3854116
1963501;4203510
2243601;4388150
2523701;4673212
2803801;4687835
3083901;4948709
3364001;5134466
3644101;5157821
3924201;5017511
4204301;5256785
4484401;5224244
4764501;5720190
5044601;6198143
5324701;6218480
5604801;6727409
5884901;6734444
6165001;6510004
6445101;6579924
6725201;6514525
7005301;6972685
7285401;7788988
7565501;8119848
7845601;7740744
8125701;7870069
8405801;8109665
2901;2716741
293001;2778645
583101;3172441
873201;3025615
1163301;3585919
1453401;3714572
1743501;4026104
2033601;4222178
2323701;4561208
2613801;4752044
2903901;5424101
3194001;5370693
3484101;4880962
3774201;5118221
4064301;5445787
4354401;5391299
4644501;5505093
4934601;5876055
5224701;5981242
5514801;6199452
5804901;6816379
6095001;7199708
6385101;7026678
6675201;7280402
6965301;7053067
7255401;7274883
7545501;7545647
7835601;7538412
8125701;7511563
8415801;7627451
8705901;8974762
3001;2421679
303101;2883645
603201;3397506
903301;3545001
1203401;3238879
1503501;3839761
1803601;4051659
2103701;4319130
2403801;4465547
2703901;4513804
3004001;4959951
3304101;5136935
3604201;5421421
3904301;5293706
4204401;5620475
4504501;6211752
4804601;5683726
5104701;5787751
5404801;5905389
5704901;6022019
6005001;6830056
6305101;6728893
6605201;6969841
6905301;7057014
7205401;7242806
7505501;7122593
7805601;7429333
8105701;7896806
8405801;8091659
8705901;7767070
9006001;7934372
